Ref_Date,GEO,Value
2010,"Port Alberni, British Columbia",505
2011,"Port Alberni, British Columbia",520
2012,"Port Alberni, British Columbia",532
2013,"Port Alberni, British Columbia",552
2009,"Port Alberni, British Columbia",627
2010,"Port Alberni, British Columbia",649
2011,"Port Alberni, British Columbia",653
2012,"Port Alberni, British Columbia",663
2013,"Port Alberni, British Columbia",688
2009,"Port Alberni, British Columbia",775
2010,"Port Alberni, British Columbia",768
2011,"Port Alberni, British Columbia",748
2012,"Port Alberni, British Columbia",752
2013,"Port Alberni, British Columbia",756
2009,"Port Alberni, British Columbia",F
2010,"Port Alberni, British Columbia",F
2011,"Port Alberni, British Columbia",F
2012,"Port Alberni, British Columbia",F
2013,"Port Alberni, British Columbia",F
2009,"Port Alberni, British Columbia",458
2010,"Port Alberni, British Columbia",471
2011,"Port Alberni, British Columbia",F
2012,"Port Alberni, British Columbia",F
2013,"Port Alberni, British Columbia",F
2009,"Port Alberni, British Columbia",667
2010,"Port Alberni, British Columbia",712
2011,"Port Alberni, British Columbia",695
2012,"Port Alberni, British Columbia",F
2013,"Port Alberni, British Columbia",708
2009,"Port Alberni, British Columbia",760
2010,"Port Alberni, British Columbia",770
2011,"Port Alberni, British Columbia",759
2012,"Port Alberni, British Columbia",761
2013,"Port Alberni, British Columbia",766
2009,"Port Alberni, British Columbia",440
2010,"Port Alberni, British Columbia",447
2011,"Port Alberni, British Columbia",462
2012,"Port Alberni, British Columbia",478
2013,"Port Alberni, British Columbia",519
2009,"Port Alberni, British Columbia",489
2010,"Port Alberni, British Columbia",506
2011,"Port Alberni, British Columbia",520
2012,"Port Alberni, British Columbia",533
2013,"Port Alberni, British Columbia",552
2009,"Port Alberni, British Columbia",623
2010,"Port Alberni, British Columbia",644
2011,"Port Alberni, British Columbia",650
2012,"Port Alberni, British Columbia",661
2013,"Port Alberni, British Columbia",686
2009,"Port Alberni, British Columbia",809
2010,"Port Alberni, British Columbia",764
2011,"Port Alberni, British Columbia",716
2012,"Port Alberni, British Columbia",720
2013,"Port Alberni, British Columbia",724
2009,"Port Alberni, British Columbia",443
2010,"Port Alberni, British Columbia",452
2011,"Port Alberni, British Columbia",464
2012,"Port Alberni, British Columbia",482
2013,"Port Alberni, British Columbia",522
2009,"Port Alberni, British Columbia",493
2010,"Port Alberni, British Columbia",510
2011,"Port Alberni, British Columbia",522
2012,"Port Alberni, British Columbia",540
2013,"Port Alberni, British Columbia",561
2009,"Port Alberni, British Columbia",638
2010,"Port Alberni, British Columbia",654
2011,"Port Alberni, British Columbia",661
2012,"Port Alberni, British Columbia",675
2013,"Port Alberni, British Columbia",706
2009,"Port Alberni, British Columbia",899
2010,"Port Alberni, British Columbia",766
2011,"Port Alberni, British Columbia",757
2012,"Port Alberni, British Columbia",774
2013,"Port Alberni, British Columbia",773
2009,"Powell River, British Columbia",444
2010,"Powell River, British Columbia",429
2011,"Powell River, British Columbia",F
2012,"Powell River, British Columbia",F
2013,"Powell River, British Columbia",512
2009,"Powell River, British Columbia",537
2010,"Powell River, British Columbia",560
2011,"Powell River, British Columbia",560
2012,"Powell River, British Columbia",588
2013,"Powell River, British Columbia",581
2009,"Powell River, British Columbia",639
2010,"Powell River, British Columbia",642
2011,"Powell River, British Columbia",655
2012,"Powell River, British Columbia",676
2013,"Powell River, British Columbia",668
2009,"Powell River, British Columbia",729
2010,"Powell River, British Columbia",787
2011,"Powell River, British Columbia",760
2012,"Powell River, British Columbia",756
2013,"Powell River, British Columbia",760
2009,"Powell River, British Columbia",..
2010,"Powell River, British Columbia",..
2011,"Powell River, British Columbia",..
2012,"Powell River, British Columbia",..
2013,"Powell River, British Columbia",..
2009,"Powell River, British Columbia",F
2010,"Powell River, British Columbia",F
2011,"Powell River, British Columbia",F
2012,"Powell River, British Columbia",F
2013,"Powell River, British Columbia",F
2009,"Powell River, British Columbia",F
2010,"Powell River, British Columbia",F
2011,"Powell River, British Columbia",F
2012,"Powell River, British Columbia",F
2013,"Powell River, British Columbia",F
2009,"Powell River, British Columbia",F
2010,"Powell River, British Columbia",F
2011,"Powell River, British Columbia",F
2012,"Powell River, British Columbia",F
2013,"Powell River, British Columbia",F
2009,"Powell River, British Columbia",444
2010,"Powell River, British Columbia",429
2011,"Powell River, British Columbia",F
2012,"Powell River, British Columbia",F
2013,"Powell River, British Columbia",512
2009,"Powell River, British Columbia",537
2010,"Powell River, British Columbia",561
2011,"Powell River, British Columbia",561
2012,"Powell River, British Columbia",589
2013,"Powell River, British Columbia",582
2009,"Powell River, British Columbia",641
2010,"Powell River, British Columbia",644
2011,"Powell River, British Columbia",657
2012,"Powell River, British Columbia",677
2013,"Powell River, British Columbia",670
2009,"Powell River, British Columbia",713
2010,"Powell River, British Columbia",783
2011,"Powell River, British Columbia",747
2012,"Powell River, British Columbia",750
2013,"Powell River, British Columbia",755
2009,"Powell River, British Columbia",449
2010,"Powell River, British Columbia",429
2011,"Powell River, British Columbia",F
2012,"Powell River, British Columbia",F
2013,"Powell River, British Columbia",F
2009,"Powell River, British Columbia",542
2010,"Powell River, British Columbia",567
2011,"Powell River, British Columbia",565
2012,"Powell River, British Columbia",598
2013,"Powell River, British Columbia",589
2009,"Powell River, British Columbia",647
2010,"Powell River, British Columbia",649
2011,"Powell River, British Columbia",661
2012,"Powell River, British Columbia",686
2013,"Powell River, British Columbia",677
2009,"Powell River, British Columbia",712
2010,"Powell River, British Columbia",782
2011,"Powell River, British Columbia",746
2012,"Powell River, British Columbia",748
2013,"Powell River, British Columbia",750
2009,"Prince George, British Columbia",505
2010,"Prince George, British Columbia",500
2011,"Prince George, British Columbia",517
2012,"Prince George, British Columbia",530
2013,"Prince George, British Columbia",552
2009,"Prince George, British Columbia",600
2010,"Prince George, British Columbia",599
2011,"Prince George, British Columbia",609
2012,"Prince George, British Columbia",623
2013,"Prince George, British Columbia",641
2009,"Prince George, British Columbia",690
2010,"Prince George, British Columbia",708
2011,"Prince George, British Columbia",732
2012,"Prince George, British Columbia",748
2013,"Prince George, British Columbia",766
2009,"Prince George, British Columbia",787
2010,"Prince George, British Columbia",816
2011,"Prince George, British Columbia",824
2012,"Prince George, British Columbia",853
2013,"Prince George, British Columbia",881
2009,"Prince George, British Columbia",F
2010,"Prince George, British Columbia",F
2011,"Prince George, British Columbia",F
2012,"Prince George, British Columbia",F
2013,"Prince George, British Columbia",F
2009,"Prince George, British Columbia",701
2010,"Prince George, British Columbia",721
2011,"Prince George, British Columbia",716
2012,"Prince George, British Columbia",770
2013,"Prince George, British Columbia",773
2009,"Prince George, British Columbia",645
2010,"Prince George, British Columbia",691
2011,"Prince George, British Columbia",808
2012,"Prince George, British Columbia",859
2013,"Prince George, British Columbia",902
2009,"Prince George, British Columbia",749
2010,"Prince George, British Columbia",866
2011,"Prince George, British Columbia",868
2012,"Prince George, British Columbia",899
2013,"Prince George, British Columbia",914
2009,"Prince George, British Columbia",506
2010,"Prince George, British Columbia",502
2011,"Prince George, British Columbia",518
2012,"Prince George, British Columbia",531
2013,"Prince George, British Columbia",553
2009,"Prince George, British Columbia",595
2010,"Prince George, British Columbia",592
2011,"Prince George, British Columbia",604
2012,"Prince George, British Columbia",615
2013,"Prince George, British Columbia",634
2009,"Prince George, British Columbia",692
2010,"Prince George, British Columbia",709
2011,"Prince George, British Columbia",726
2012,"Prince George, British Columbia",738
2013,"Prince George, British Columbia",754
2009,"Prince George, British Columbia",802
2010,"Prince George, British Columbia",794
2011,"Prince George, British Columbia",800
2012,"Prince George, British Columbia",827
2013,"Prince George, British Columbia",862
2009,"Prince George, British Columbia",506
2010,"Prince George, British Columbia",502
2011,"Prince George, British Columbia",518
2012,"Prince George, British Columbia",531
2013,"Prince George, British Columbia",553
2009,"Prince George, British Columbia",595
2010,"Prince George, British Columbia",593
2011,"Prince George, British Columbia",604
2012,"Prince George, British Columbia",615
2013,"Prince George, British Columbia",634
2009,"Prince George, British Columbia",693
2010,"Prince George, British Columbia",709
2011,"Prince George, British Columbia",727
2012,"Prince George, British Columbia",738
2013,"Prince George, British Columbia",754
2009,"Prince George, British Columbia",802
2010,"Prince George, British Columbia",794
2011,"Prince George, British Columbia",800
2012,"Prince George, British Columbia",827
2013,"Prince George, British Columbia",862
2009,"Prince Rupert, British Columbia",431
2010,"Prince Rupert, British Columbia",443
2011,"Prince Rupert, British Columbia",439
2012,"Prince Rupert, British Columbia",470
2013,"Prince Rupert, British Columbia",471
2009,"Prince Rupert, British Columbia",536
2010,"Prince Rupert, British Columbia",536
2011,"Prince Rupert, British Columbia",546
2012,"Prince Rupert, British Columbia",572
2013,"Prince Rupert, British Columbia",586
2009,"Prince Rupert, British Columbia",652
2010,"Prince Rupert, British Columbia",646
2011,"Prince Rupert, British Columbia",671
2012,"Prince Rupert, British Columbia",678
2013,"Prince Rupert, British Columbia",735
2009,"Prince Rupert, British Columbia",688
2010,"Prince Rupert, British Columbia",653
2011,"Prince Rupert, British Columbia",685
2012,"Prince Rupert, British Columbia",665
2013,"Prince Rupert, British Columbia",701
2009,"Prince Rupert, British Columbia",..
2010,"Prince Rupert, British Columbia",..
2011,"Prince Rupert, British Columbia",..
2012,"Prince Rupert, British Columbia",..
2013,"Prince Rupert, British Columbia",..
2009,"Prince Rupert, British Columbia",F
2010,"Prince Rupert, British Columbia",F
2011,"Prince Rupert, British Columbia",F
2012,"Prince Rupert, British Columbia",F
2013,"Prince Rupert, British Columbia",F
2009,"Prince Rupert, British Columbia",F
2010,"Prince Rupert, British Columbia",F
2011,"Prince Rupert, British Columbia",F
2012,"Prince Rupert, British Columbia",648
2013,"Prince Rupert, British Columbia",704
2009,"Prince Rupert, British Columbia",726
2010,"Prince Rupert, British Columbia",666
2011,"Prince Rupert, British Columbia",724
2012,"Prince Rupert, British Columbia",687
2013,"Prince Rupert, British Columbia",732
2009,"Prince Rupert, British Columbia",431
2010,"Prince Rupert, British Columbia",443
2011,"Prince Rupert, British Columbia",439
2012,"Prince Rupert, British Columbia",470
2013,"Prince Rupert, British Columbia",471
2009,"Prince Rupert, British Columbia",541
2010,"Prince Rupert, British Columbia",538
2011,"Prince Rupert, British Columbia",553
2012,"Prince Rupert, British Columbia",578
2013,"Prince Rupert, British Columbia",591
2009,"Prince Rupert, British Columbia",652
2010,"Prince Rupert, British Columbia",645
2011,"Prince Rupert, British Columbia",671
2012,"Prince Rupert, British Columbia",679
2013,"Prince Rupert, British Columbia",737
2009,"Prince Rupert, British Columbia",633
2010,"Prince Rupert, British Columbia",634
2011,"Prince Rupert, British Columbia",636
2012,"Prince Rupert, British Columbia",643
2013,"Prince Rupert, British Columbia",662
2009,"Prince Rupert, British Columbia",432
2010,"Prince Rupert, British Columbia",435
2011,"Prince Rupert, British Columbia",442
2012,"Prince Rupert, British Columbia",476
2013,"Prince Rupert, British Columbia",474
2009,"Prince Rupert, British Columbia",560
2010,"Prince Rupert, British Columbia",548
2011,"Prince Rupert, British Columbia",563
2012,"Prince Rupert, British Columbia",592
2013,"Prince Rupert, British Columbia",604
2009,"Prince Rupert, British Columbia",666
2010,"Prince Rupert, British Columbia",651
2011,"Prince Rupert, British Columbia",687
2012,"Prince Rupert, British Columbia",694
2013,"Prince Rupert, British Columbia",749
2009,"Prince Rupert, British Columbia",F
2010,"Prince Rupert, British Columbia",657
2011,"Prince Rupert, British Columbia",634
2012,"Prince Rupert, British Columbia",665
2013,"Prince Rupert, British Columbia",668
2009,"Quesnel, British Columbia",396
2010,"Quesnel, British Columbia",414
2011,"Quesnel, British Columbia",436
2012,"Quesnel, British Columbia",421
2013,"Quesnel, British Columbia",442
2009,"Quesnel, British Columbia",495
2010,"Quesnel, British Columbia",498
2011,"Quesnel, British Columbia",502
2012,"Quesnel, British Columbia",513
2013,"Quesnel, British Columbia",525
2009,"Quesnel, British Columbia",600
2010,"Quesnel, British Columbia",595
2011,"Quesnel, British Columbia",610
2012,"Quesnel, British Columbia",610
2013,"Quesnel, British Columbia",624
2009,"Quesnel, British Columbia",611
2010,"Quesnel, British Columbia",644
2011,"Quesnel, British Columbia",663
2012,"Quesnel, British Columbia",673
2013,"Quesnel, British Columbia",691
2009,"Quesnel, British Columbia",..
2010,"Quesnel, British Columbia",..
2011,"Quesnel, British Columbia",..
2012,"Quesnel, British Columbia",..
2013,"Quesnel, British Columbia",..
2009,"Quesnel, British Columbia",421
2010,"Quesnel, British Columbia",437
2011,"Quesnel, British Columbia",430
2012,"Quesnel, British Columbia",450
2013,"Quesnel, British Columbia",429
2009,"Quesnel, British Columbia",534
2010,"Quesnel, British Columbia",569
2011,"Quesnel, British Columbia",551
2012,"Quesnel, British Columbia",592
2013,"Quesnel, British Columbia",612
2009,"Quesnel, British Columbia",603
2010,"Quesnel, British Columbia",633
2011,"Quesnel, British Columbia",653
2012,"Quesnel, British Columbia",653
2013,"Quesnel, British Columbia",682
2009,"Quesnel, British Columbia",396
2010,"Quesnel, British Columbia",414
2011,"Quesnel, British Columbia",436
2012,"Quesnel, British Columbia",421
2013,"Quesnel, British Columbia",442
2009,"Quesnel, British Columbia",500
2010,"Quesnel, British Columbia",501
2011,"Quesnel, British Columbia",506
2012,"Quesnel, British Columbia",516
2013,"Quesnel, British Columbia",534
2009,"Quesnel, British Columbia",606
2010,"Quesnel, British Columbia",598
2011,"Quesnel, British Columbia",614
2012,"Quesnel, British Columbia",612
2013,"Quesnel, British Columbia",626
2009,"Quesnel, British Columbia",F
2010,"Quesnel, British Columbia",719
2011,"Quesnel, British Columbia",742
2012,"Quesnel, British Columbia",793
